frame_index,historical_host_id,high_support_distance,low_support_distance,support_gap,gap_ge_0_040,gap_ge_0_060
134,1085,0.052866220474243164,0.1410045623779297,0.08813834190368652,True,True
135,1086,0.14493775367736816,0.28392380475997925,0.13898605108261108,True,True
136,1087,0.05944478511810303,0.13754981756210327,0.07810503244400024,True,True
137,1089,0.057949841022491455,0.1849888563156128,0.12703901529312134,True,True
138,1111,0.06232726573944092,0.11680030822753906,0.054473042488098145,True,False
139,1112,0.05107522010803223,0.0740053653717041,0.022930145263671875,False,False
140,1113,0.07395994663238525,0.24299365282058716,0.1690337061882019,True,True
141,1116,0.07516980171203613,0.11796915531158447,0.04279935359954834,True,False
142,1117,0.06154274940490723,0.12048405408859253,0.0589413046836853,True,False
143,1118,0.2654076814651489,0.3322725296020508,0.06686484813690186,True,True
144,1120,0.10030055046081543,0.27547407150268555,0.17517352104187012,True,True
145,1124,0.07298910617828369,0.12592267990112305,0.052933573722839355,True,False
146,1125,0.05211794376373291,0.12686574459075928,0.07474780082702637,True,True
147,1140,0.08466243743896484,0.1569371223449707,0.07227468490600586,True,True
148,1141,0.03810262680053711,0.1162184476852417,0.07811582088470459,True,True
149,1142,0.061598002910614014,0.18972748517990112,0.1281294822692871,True,True
150,1143,0.052737414836883545,0.15754258632659912,0.10480517148971558,True,True
