domain,condition,seed,aggregate_ap50_95,aggregate_ap50,aggregate_ap75,vessel_ap50_95,vessel_ap50,vessel_ap75,vessel_precision,vessel_recall
xview_test,unity_medium150,20260727,0.132095347729843,0.29663768732342216,0.08804418728135487,0.0705816618165224,0.16174638917176914,0.041886677868469675,0.33838008099586764,0.14671814671814673
hrsc2016_ms,realonly_standard,20260723,0.1252701933169775,0.2340349813137294,0.12831382236895,0.1252701933169775,0.2340349813137294,0.12831382236895,0.47157284240983227,0.23484148968913512
hrsc2016_ms,realonly_standard,20260724,0.1246066546925336,0.23778184634550167,0.12464609141363649,0.1246066546925336,0.23778184634550167,0.12464609141363649,0.46907497931850745,0.23821191820130144
hrsc2016_ms,realonly_standard,20260725,0.12457970511386655,0.23451580586197462,0.12628536788797967,0.12457970511386655,0.23451580586197462,0.12628536788797967,0.4679288199714193,0.23668821175746382
hrsc2016_ms,realonly_standard,20260726,0.1243388472900899,0.2329422774469675,0.12367301168941522,0.1243388472900899,0.2329422774469675,0.12367301168941522,0.4754245578586916,0.23484148968913512
hrsc2016_ms,realonly_standard,20260727,0.12319516929072398,0.228400287237006,0.12582366517242066,0.12319516929072398,0.228400287237006,0.12582366517242066,0.4577096903200226,0.23484148968913512
dior_public_mirror,realonly_standard,20260723,0.02025174387911006,0.04984168011590487,0.012134070964824505,0.02025174387911006,0.04984168011590487,0.012134070964824505,0.1653130313567758,0.096494713817966
dior_public_mirror,realonly_standard,20260724,0.01963739215599445,0.04977044590351469,0.011248066139587554,0.01963739215599445,0.04977044590351469,0.011248066139587554,0.19369013218561199,0.08499073502161829
dior_public_mirror,realonly_standard,20260725,0.020390250615064925,0.050649999605814705,0.01194714239050189,0.020390250615064925,0.050649999605814705,0.01194714239050189,0.16405468131329662,0.10759728227300804
dior_public_mirror,realonly_standard,20260726,0.02027774302932295,0.050272015797191025,0.012428883153324206,0.02027774302932295,0.050272015797191025,0.012428883153324206,0.17013771352618487,0.10043236565781347
dior_public_mirror,realonly_standard,20260727,0.019755084385229126,0.04892487747794863,0.011706109675222062,0.019755084385229126,0.04892487747794863,0.011706109675222062,0.15821788519725236,0.1067325509573811
hrsc2016_ms,duplicate,20260723,0.12512194409055616,0.2320655962872218,0.12901644651771457,0.12512194409055616,0.2320655962872218,0.12901644651771457,0.48057818923187245,0.23576485072329947
hrsc2016_ms,duplicate,20260724,0.12443547124336016,0.23238419306972613,0.12683532321644087,0.12443547124336016,0.23238419306972613,0.12683532321644087,0.4703928582042673,0.234533702677747
hrsc2016_ms,duplicate,20260725,0.12293443168834468,0.2290180085353599,0.12595951804966332,0.12293443168834468,0.2290180085353599,0.12595951804966332,0.46353006424060234,0.23545706371191136
hrsc2016_ms,duplicate,20260726,0.12618857462582955,0.23336966886967916,0.1284386633251326,0.12618857462582955,0.23336966886967916,0.1284386633251326,0.45478455388579786,0.23730378578024008
hrsc2016_ms,duplicate,20260727,0.12634078784614872,0.23181061584352208,0.12961749173888837,0.12634078784614872,0.23181061584352208,0.12961749173888837,0.465906607060183,0.23822714681440443
hrsc2016_ms,realcutout_medium150,20260723,0.13097527121448396,0.2465601645771162,0.13340609293206826,0.13097527121448396,0.2465601645771162,0.13340609293206826,0.4694610518300994,0.247460757156048
hrsc2016_ms,realcutout_medium150,20260724,0.1351262896126405,0.24882107359685293,0.13939362549022308,0.1351262896126405,0.24882107359685293,0.13939362549022308,0.4667341174685264,0.255155432440751
hrsc2016_ms,realcutout_medium150,20260725,0.13306381241937912,0.24892969525049669,0.13562292222074993,0.13306381241937912,0.24892969525049669,0.13562292222074993,0.4615349728232905,0.25423207140658666
hrsc2016_ms,realcutout_medium150,20260726,0.13144338966890506,0.24466940771052878,0.13495574831834567,0.13144338966890506,0.24466940771052878,0.13495574831834567,0.44834613296205955,0.25146198830409355
hrsc2016_ms,realcutout_medium150,20260727,0.1309407483258738,0.24456289445815912,0.13249352183531377,0.1309407483258738,0.24456289445815912,0.13249352183531377,0.4631808906183768,0.2523853493382579
hrsc2016_ms,unity_medium150,20260723,0.13608866903035596,0.25149614129202247,0.1393033925752104,0.13608866903035596,0.25149614129202247,0.1393033925752104,0.4776511716876241,0.25423207140658666
hrsc2016_ms,unity_medium150,20260724,0.1370459793297614,0.25244468643655904,0.1415481676341399,0.1370459793297614,0.25244468643655904,0.1415481676341399,0.4816622803944817,0.255155432440751
hrsc2016_ms,unity_medium150,20260725,0.1360399380765684,0.25049877713157337,0.13962421474589326,0.1360399380765684,0.25049877713157337,0.13962421474589326,0.4805408586860483,0.255155432440751
hrsc2016_ms,unity_medium150,20260726,0.13702921279878794,0.25239998994978835,0.13950774928070633,0.13702921279878794,0.25239998994978835,0.13950774928070633,0.4615933848710595,0.25392428439519854
hrsc2016_ms,unity_medium150,20260727,0.13807360680917521,0.2528398434607003,0.14243860580048603,0.13807360680917521,0.2528398434607003,0.14243860580048603,0.46872696877097303,0.2536164973838104
dior_public_mirror,duplicate,20260723,0.02045616056410571,0.04975318402760398,0.013241752346046645,0.02045616056410571,0.04975318402760398,0.013241752346046645,0.18704164859383005,0.08799422248368319
dior_public_mirror,duplicate,20260724,0.02031787872235134,0.0498600574211317,0.012573788078359082,0.02031787872235134,0.0498600574211317,0.012573788078359082,0.18568015132003157,0.08980852378011119
dior_public_mirror,duplicate,20260725,0.02070905868394545,0.05026803824991723,0.013227693211959855,0.02070905868394545,0.05026803824991723,0.013227693211959855,0.1580175895451773,0.11179740580605312
dior_public_mirror,duplicate,20260726,0.019487181902916713,0.04704079237216913,0.01290034805277211,0.019487181902916713,0.04704079237216913,0.01290034805277211,0.18746798056200045,0.07733168622606547
dior_public_mirror,duplicate,20260727,0.019367082775630696,0.04708365954744752,0.011958464116577892,0.019367082775630696,0.04708365954744752,0.011958464116577892,0.18705397387661737,0.08177887584928968
dior_public_mirror,realcutout_medium150,20260723,0.022409815712389168,0.056683811813935364,0.013227424043745137,0.022409815712389168,0.056683811813935364,0.013227424043745137,0.20824398775451555,0.08289067325509573
dior_public_mirror,realcutout_medium150,20260724,0.022403836385215488,0.05605410571709825,0.013518481924899703,0.022403836385215488,0.05605410571709825,0.013518481924899703,0.2150918148152659,0.08252007411982705
dior_public_mirror,realcutout_medium150,20260725,0.020722543379654394,0.051760477410745936,0.012380950222125202,0.020722543379654394,0.051760477410745936,0.012380950222125202,0.19132015728020818,0.08177887584928968
dior_public_mirror,realcutout_medium150,20260726,0.020332339866932496,0.05009218858505303,0.012655452854843959,0.020332339866932496,0.05009218858505303,0.012655452854843959,0.19325366759898074,0.07893761581222977
dior_public_mirror,realcutout_medium150,20260727,0.02047767830683315,0.05214437846691954,0.011863328390209047,0.02047767830683315,0.05214437846691954,0.011863328390209047,0.19880717962759104,0.08400247066090179
dior_public_mirror,unity_medium150,20260723,0.026274729912999156,0.06420638078110333,0.016458650225891325,0.026274729912999156,0.06420638078110333,0.016458650225891325,0.23450644436073897,0.0852378011117974
dior_public_mirror,unity_medium150,20260724,0.02648426521700208,0.06522620561657247,0.01609060185588588,0.02648426521700208,0.06522620561657247,0.01609060185588588,0.2375960306592167,0.0862260654725139
dior_public_mirror,unity_medium150,20260725,0.025968159684901976,0.06337436786109406,0.01617611368930744,0.025968159684901976,0.06337436786109406,0.01617611368930744,0.23956410837541545,0.0819208448686892
dior_public_mirror,unity_medium150,20260726,0.02463372318928772,0.059433465700164806,0.016142077938630706,0.02463372318928772,0.059433465700164806,0.016142077938630706,0.22368286614198282,0.08042001235330451
dior_public_mirror,unity_medium150,20260727,0.025253308246871116,0.061068424083935896,0.015914117205838612,0.025253308246871116,0.061068424083935896,0.015914117205838612,0.22558789627209863,0.08412600370599135
xview_test,realonly_standard,20260728,0.13033470516513462,0.29067251414993167,0.08808193215316197,0.06038490435621176,0.13845352518723258,0.035474651717324855,0.3018776372778189,0.11583011583011583
xview_test,duplicate,20260728,0.1297999856377939,0.29067702048957084,0.08745250773864707,0.05900096143100516,0.13254539204244165,0.03628333530343455,0.30671228058906636,0.11583011583011583
xview_test,realcutout_medium150,20260728,0.1310260540649572,0.29310131699618147,0.08876864146903282,0.06541512310887658,0.1452007028548778,0.04226595636590723,0.3437042279077569,0.13127413127413126
xview_test,unity_medium150,20260728,0.13130402337471345,0.29329565568013416,0.08812769734158817,0.06720587265457788,0.14597072615274267,0.040565356697617946,0.2846143315159791,0.13210918980030603
xview_test,realonly_standard,20260729,0.12986552230664195,0.29399300754004154,0.08733936599543558,0.060711180489126215,0.15283778981389218,0.03583311206403471,0.32969100796435624,0.13127413127413126
xview_test,duplicate,20260729,0.12956863567646384,0.291582515130068,0.08564264176775818,0.0588206961931614,0.13756227305275015,0.03127513493359467,0.30716474649747505,0.11969111969111969
xview_test,realcutout_medium150,20260729,0.13094028786097653,0.2953734279597434,0.08644322663693356,0.06583465571650604,0.1558730250276353,0.0354993134329256,0.31911174973549533,0.15057915057915058
xview_test,unity_medium150,20260729,0.1306557610391873,0.29333945946717443,0.08691378387818041,0.06508411886576135,0.14739698716540145,0.03795617660729831,0.29614183462177135,0.15057915057915058
xview_test,realonly_standard,20260730,0.12992239430185937,0.29228525634285835,0.08748611009986994,0.057901754862795175,0.14241225297284235,0.032814659758403086,0.3509445736371564,0.11583011583011583
xview_test,duplicate,20260730,0.13071028733378,0.29570321748901157,0.08693908226676775,0.06358353313887903,0.15626883072022088,0.034051807363705014,0.3484462206156348,0.12355212355212356
xview_test,realcutout_medium150,20260730,0.13205832299354886,0.2983332415136297,0.08796804438378696,0.069823145270108,0.167076000353853,0.03990184303779168,0.3626387776823224,0.138996138996139
xview_test,unity_medium150,20260730,0.1318062286576216,0.29738156236575536,0.08869621056776547,0.0709642413185423,0.1680099546460994,0.04365433182335769,0.33299076477730744,0.14285714285714285
xview_test,realonly_standard,20260731,0.12990125272965758,0.29165765102286917,0.08776105902915474,0.060225972722755115,0.13828170467528486,0.03790028747817473,0.3193000593366973,0.11953446545825001
xview_test,duplicate,20260731,0.13087119163075656,0.2935118633382269,0.08820581907101477,0.05748986264083682,0.14171697766661362,0.028540137054231647,0.30734270506584466,0.13127413127413126
xview_test,realcutout_medium150,20260731,0.13124689060760866,0.29420653998371504,0.08756736659432166,0.06337017093546866,0.14504729302379496,0.03481854624311989,0.32394420652213607,0.138996138996139
xview_test,unity_medium150,20260731,0.13231141527910567,0.2972101630506661,0.088625558022453,0.07014643877833086,0.1618279496716702,0.04056921564143241,0.3158185822252813,0.16988416988416988
xview_test,realonly_standard,20260732,0.1308539957680925,0.2962251660566042,0.08698759461938103,0.06708790900659711,0.16234029470911004,0.03699371378370804,0.33554874323987055,0.14429416549922106
xview_test,duplicate,20260732,0.13039350376775322,0.2933761685036958,0.08835378619092037,0.061544572281180765,0.14752369091830353,0.03871030750317535,0.3517286235976326,0.13617220661337032
xview_test,realcutout_medium150,20260732,0.13178680189497718,0.2952432551024973,0.08868131170878206,0.06814896226311282,0.15570637811192925,0.04059756914408344,0.33368512424543545,0.13127413127413126
xview_test,unity_medium150,20260732,0.1316254909341018,0.29525148791457495,0.08804803822063598,0.06812656245246293,0.1581429589227496,0.03811162053554014,0.2941738185207171,0.16414374027983095
hrsc2016_ms,realonly_standard,20260728,0.12557619530956363,0.23413407836741135,0.1268535026390484,0.12557619530956363,0.23413407836741135,0.1268535026390484,0.46370338473115347,0.23711732323677845
hrsc2016_ms,duplicate,20260728,0.12530680857350948,0.23507264797840532,0.1277205798968706,0.12530680857350948,0.23507264797840532,0.1277205798968706,0.4677389079927521,0.23504386520258225
hrsc2016_ms,realcutout_medium150,20260728,0.1299555202233848,0.24722431870872874,0.12999392114791208,0.1299555202233848,0.24722431870872874,0.12999392114791208,0.4668277848863925,0.25115420129270544
hrsc2016_ms,unity_medium150,20260728,0.13566638296263303,0.25347070242674913,0.1369406726439863,0.13566638296263303,0.25347070242674913,0.1369406726439863,0.47839329262381547,0.2585410895660203
hrsc2016_ms,realonly_standard,20260729,0.12344204199371589,0.23317245085072666,0.1265586113365517,0.12344204199371589,0.23317245085072666,0.1265586113365517,0.4604795519469267,0.23699599876885197
hrsc2016_ms,duplicate,20260729,0.1265564917315821,0.23328453862406928,0.1307947604910123,0.1265564917315821,0.23328453862406928,0.1307947604910123,0.47007777044253285,0.2363804247460757
hrsc2016_ms,realcutout_medium150,20260729,0.1323302376422507,0.24700383389876596,0.13396443731088573,0.1323302376422507,0.24700383389876596,0.13396443731088573,0.46807264814733396,0.25567207058453856
hrsc2016_ms,unity_medium150,20260729,0.13797553386376007,0.25263351003291057,0.14078720916897058,0.13797553386376007,0.25263351003291057,0.14078720916897058,0.47810130373312937,0.25658157481339544
hrsc2016_ms,realonly_standard,20260730,0.12308742193206415,0.23288453812435447,0.12476945886178557,0.12308742193206415,0.23288453812435447,0.12476945886178557,0.4651287570998557,0.23576485072329947
hrsc2016_ms,duplicate,20260730,0.12547095865136093,0.23480568869853158,0.1295360547866099,0.12547095865136093,0.23480568869853158,0.1295360547866099,0.47417498281141346,0.23330255463219451
hrsc2016_ms,realcutout_medium150,20260730,0.13161321609338575,0.2484487772746793,0.13415653993900264,0.13161321609338575,0.2484487772746793,0.13415653993900264,0.4694130576353197,0.25133366965697207
hrsc2016_ms,unity_medium150,20260730,0.13668982371410118,0.2540658358055444,0.14189444902799914,0.13668982371410118,0.2540658358055444,0.14189444902799914,0.48868872160148175,0.25577100646352724
hrsc2016_ms,realonly_standard,20260731,0.12671654567188892,0.23865527929698538,0.12548598824127283,0.12671654567188892,0.23865527929698538,0.12548598824127283,0.46673971183239377,0.23895135412522336
hrsc2016_ms,duplicate,20260731,0.12205399440140008,0.23086230037677086,0.12199403359683014,0.12205399440140008,0.23086230037677086,0.12199403359683014,0.4752431806262045,0.23207140658664205
hrsc2016_ms,realcutout_medium150,20260731,0.1344157480766171,0.24873412517843188,0.13758014787529438,0.1344157480766171,0.24873412517843188,0.13758014787529438,0.46627096920235944,0.2554632194521391
hrsc2016_ms,unity_medium150,20260731,0.1410475429012813,0.25783441895287873,0.14555179614545502,0.1410475429012813,0.25783441895287873,0.14555179614545502,0.4828879595419691,0.25607879347491536
hrsc2016_ms,realonly_standard,20260732,0.12469779934827134,0.23366233556976262,0.12557526589900858,0.12469779934827134,0.23366233556976262,0.12557526589900858,0.4658880559039067,0.24161280393967374
hrsc2016_ms,duplicate,20260732,0.12446262679021883,0.22883448564752723,0.12661379095855543,0.12446262679021883,0.22883448564752723,0.12661379095855543,0.45589155571422774,0.2360726377346876
hrsc2016_ms,realcutout_medium150,20260732,0.12962476577757154,0.24403846400980603,0.13225305904243323,0.12962476577757154,0.24403846400980603,0.13225305904243323,0.46413970493672313,0.2508464142813173
hrsc2016_ms,unity_medium150,20260732,0.13418328635333576,0.24823419990982956,0.13435068292565142,0.13418328635333576,0.24823419990982956,0.13435068292565142,0.47390399745101275,0.25607879347491536
dior_public_mirror,realonly_standard,20260728,0.019478589409553913,0.04871024622526958,0.011462193610947934,0.019478589409553913,0.04871024622526958,0.011462193610947934,0.16575225673900687,0.10376775787523163
dior_public_mirror,duplicate,20260728,0.019648628302023248,0.047959859481055606,0.012512761645998224,0.019648628302023248,0.047959859481055606,0.012512761645998224,0.17385241543289376,0.09240271772699198
dior_public_mirror,realcutout_medium150,20260728,0.02081859484387753,0.05331137926514298,0.012096350080429547,0.02081859484387753,0.05331137926514298,0.012096350080429547,0.19986225996062024,0.08190240889437925
dior_public_mirror,unity_medium150,20260728,0.024614308402648992,0.06022953347363091,0.01557097378917733,0.024614308402648992,0.06022953347363091,0.01557097378917733,0.23282994285830158,0.08120613505353924
dior_public_mirror,realonly_standard,20260729,0.019807386140316494,0.048305017346207235,0.012415891850890676,0.019807386140316494,0.048305017346207235,0.012415891850890676,0.18090597033988326,0.07906114885731934
dior_public_mirror,duplicate,20260729,0.02026227268226433,0.04991277818846601,0.012836726257123923,0.02026227268226433,0.04991277818846601,0.012836726257123923,0.1930161933474394,0.08255407438070003
dior_public_mirror,realcutout_medium150,20260729,0.021227804489207525,0.0552353535967051,0.011810870532106854,0.021227804489207525,0.0552353535967051,0.011810870532106854,0.2048255996571802,0.08672019765287214
dior_public_mirror,unity_medium150,20260729,0.02526255630415881,0.06193645341700872,0.015561687401912857,0.02526255630415881,0.06193645341700872,0.015561687401912857,0.22795311277176716,0.08733786287831995
dior_public_mirror,realonly_standard,20260730,0.019995259999872988,0.05047462864930573,0.0119569686579709,0.019995259999872988,0.05047462864930573,0.0119569686579709,0.16530546244898145,0.10747374922791847
dior_public_mirror,duplicate,20260730,0.019614746353277875,0.048554854663392405,0.012243171982811555,0.019614746353277875,0.048554854663392405,0.012243171982811555,0.16749202285760986,0.09684990735021619
dior_public_mirror,realcutout_medium150,20260730,0.020760150255023542,0.05403921695322955,0.012266546098126859,0.020760150255023542,0.05403921695322955,0.012266546098126859,0.202926617032332,0.08091414453366276
dior_public_mirror,unity_medium150,20260730,0.024970414436807715,0.06301098705480841,0.014294903078380432,0.024970414436807715,0.06301098705480841,0.014294903078380432,0.24187710720885963,0.08674778236452889
dior_public_mirror,realonly_standard,20260731,0.019138924461913794,0.048152074258825145,0.011127639681538213,0.019138924461913794,0.048152074258825145,0.011127639681538213,0.17583419356027505,0.09573810994441014
dior_public_mirror,duplicate,20260731,0.019397796077089795,0.04931651709465792,0.011312702806509934,0.019397796077089795,0.04931651709465792,0.011312702806509934,0.16661940420726448,0.10648548486720198
dior_public_mirror,realcutout_medium150,20260731,0.02078781688659979,0.05403942390185083,0.011346532092592274,0.02078781688659979,0.05403942390185083,0.011346532092592274,0.21527333748909339,0.08190240889437925
dior_public_mirror,unity_medium150,20260731,0.025712382165806246,0.06377100540537434,0.015491857493116334,0.025712382165806246,0.06377100540537434,0.015491857493116334,0.24547467865651143,0.08375540457072267
dior_public_mirror,realonly_standard,20260732,0.019749762865479706,0.04880870749286175,0.011916923157195966,0.019749762865479706,0.04880870749286175,0.011916923157195966,0.19477102324666024,0.08029647930821494
dior_public_mirror,duplicate,20260732,0.02020275217377834,0.04875162380348837,0.012611201529393068,0.02020275217377834,0.04875162380348837,0.012611201529393068,0.17563432329323608,0.08894379246448425
dior_public_mirror,realcutout_medium150,20260732,0.021141413138240646,0.05345473879643761,0.012399221743437275,0.021141413138240646,0.05345473879643761,0.012399221743437275,0.19706940800958092,0.08177887584928968
dior_public_mirror,unity_medium150,20260732,0.025541052773950794,0.06333770652316859,0.015448686422477008,0.025541052773950794,0.06333770652316859,0.015448686422477008,0.2277312210014796,0.08424953675108092
