model_size,dataset,metric_family,metric,seed,delta_head_1e-4,delta_full_1e-4,did_1e-4,delta_head_2e-4,delta_full_2e-4,did_2e-4,marginal_did,three_way,lrmod_head,lrmod_full
YOLO26s,xview_test,vessel,ap50,20260723,-0.010110574553712698,-0.005072375561950115,-0.0050381989917625825,-0.013469123423494878,0.02319135769805797,-0.036660481121552846,-0.020849340056657714,-0.03162228212979026,-0.0033585488697821797,0.028263733260008084
YOLO26s,xview_test,vessel,ap50,20260724,-0.005985942834231095,0.025147076745770047,-0.031133019580001142,-0.007341754506470954,0.003604392958085345,-0.0109461474645563,-0.02103958352227872,0.020186872115444843,-0.0013558116722398594,-0.021542683787684702
YOLO26s,xview_test,vessel,ap50,20260725,0.005228845883016392,0.014498354306499317,-0.009269508423482925,-0.007789505081459758,0.018457193092348945,-0.026246698173808702,-0.017758103298645814,-0.016977189750325777,-0.01301835096447615,0.003958838785849628
YOLO26s,xview_test,vessel,ap50,20260726,-0.005936028077442951,-0.026259175594116918,0.020323147516673967,0.004097571469015848,-0.033062875998847496,0.037160447467863345,0.028741797492268656,0.016837299951189377,0.010033599546458799,-0.006803700404730578
YOLO26s,xview_test,vessel,ap50,20260727,-0.01725989061552785,-0.011230039410792564,-0.006029851204735287,-0.01632904163439003,-0.007547585110038751,-0.008781456524351278,-0.007405653864543282,-0.0027516053196159906,0.0009308489811378218,0.0036824543007538124
YOLO26s,xview_test,vessel,ap50,20260728,-0.009976376984686897,-0.019463685908257283,0.009487308923570387,-0.012411749146195306,-0.009687605860289827,-0.002724143285905478,0.0033815828188324543,-0.012211452209475865,-0.002435372161508409,0.009776080047967456
YOLO26s,xview_test,vessel,ap50,20260729,-0.016385898138159993,-0.02744056873280487,0.011054670594644878,-0.003514174481285215,0.013043086964371342,-0.016557261445656557,-0.0027512954255058397,-0.027611932040301435,0.012871723656874778,0.04048365569717621
YOLO26s,xview_test,vessel,ap50,20260730,-0.01176820781612048,0.00768791338402619,-0.01945612120014667,0.012627516117501097,-0.016979671704390326,0.029607187821891423,0.005075533310872377,0.04906330902203809,0.024395723933621577,-0.024667585088416516
YOLO26s,xview_test,vessel,ap50,20260731,-0.014694813608223056,0.01989865839620783,-0.034593472004430886,-0.01598483323824948,0.016009122536096432,-0.03199395577434591,-0.0332937138893884,0.002599516230084975,-0.0012900196300264233,-0.0038895358601113983
YOLO26s,xview_test,vessel,ap50,20260732,-0.019629192907450688,-0.017496030676405705,-0.0021331622310449827,-0.013215517318057424,-0.015981829508377343,0.0027663121903199195,0.0003165749796374684,0.004899474421364902,0.006413675589393264,0.0015142011680283618
YOLO26s,xview_test,vessel,ap75,20260723,-0.0028396983339936677,0.0014322404450396453,-0.004271938779033313,0.002008992735958115,0.03168148338319737,-0.029672490647239258,-0.016972214713136285,-0.025400551868205945,0.004848691069951783,0.030249242938157728
YOLO26s,xview_test,vessel,ap75,20260724,0.004376987384642567,-0.012636817143854756,0.017013804528497323,-0.013012510057828663,-0.008699814204927554,-0.004312695852901109,0.006350554337798107,-0.021326500381398432,-0.01738949744247123,0.003937002938927202
YOLO26s,xview_test,vessel,ap75,20260725,-0.0023294899541528302,0.02242571901597458,-0.02475520897012741,0.00039732408249766593,0.00614624682282925,-0.005748922740331584,-0.015252065855229497,0.019006286229795825,0.002726814036650496,-0.01627947219314533
YOLO26s,xview_test,vessel,ap75,20260726,-0.0023667498430520323,-0.010805237074668766,0.008438487231616734,0.0054523498601573295,-0.018808575896273452,0.024260925756430782,0.016349706494023758,0.015822438524814048,0.007819099703209362,-0.008003338821604686
YOLO26s,xview_test,vessel,ap75,20260727,-0.0025979388815808024,0.0009599953698136154,-0.003557934251394418,-0.005123635999186582,0.008688338995239062,-0.013811974994425644,-0.00868495462291003,-0.010254040743031226,-0.0025256971176057796,0.007728343625425446
YOLO26s,xview_test,vessel,ap75,20260728,0.0006130505551562304,0.003094174075354436,-0.0024811235201982057,-0.0012012081296030735,-0.02185155770255863,0.020650349572955556,0.009084613026378675,0.023131473093153762,-0.001814258684759304,-0.024945731777913066
YOLO26s,xview_test,vessel,ap75,20260729,0.009409273480021546,-0.00203960153716877,0.011448875017190316,0.0005727555122841538,0.006566651090259404,-0.00599389557797525,0.002727489719607533,-0.017442770595165566,-0.008836517967737392,0.008606252627428174
YOLO26s,xview_test,vessel,ap75,20260730,0.002391498822069252,0.007881463725916818,-0.005489964903847566,-0.011513637099056354,-0.011273528139674402,-0.00024010895938195165,-0.002865036931614759,0.0052498559444656145,-0.013905135921125605,-0.01915499186559122
YOLO26s,xview_test,vessel,ap75,20260731,0.003118029026086558,0.008155011268532908,-0.00503698224244635,-0.010694993115131585,-0.004877541101168781,-0.005817452013962804,-0.005427217128204577,-0.0007804697715164538,-0.013813022141218143,-0.013032552369701689
YOLO26s,xview_test,vessel,ap75,20260732,-0.004514924673622092,-0.003926229300294265,-0.0005886953733278272,-0.0005888620793790544,0.0020905186580414403,-0.0026793807374204948,-0.001634038055374161,-0.0020906853640926676,0.003926062594243038,0.006016747958335705
YOLO26s,xview_test,aggregate,ap50_95,20260723,-0.0013662921407129602,-0.0011096675976489112,-0.000256624543064049,0.00025619900180978705,0.004674580710419429,-0.004418381708609642,-0.0023375031258368456,-0.004161757165545593,0.0016224911425227473,0.0057842483080683404
YOLO26s,xview_test,aggregate,ap50_95,20260724,0.00018788884462891953,-0.000609957762473301,0.0007978466071022206,-0.0019905080925411156,-0.0014437021099798497,-0.0005468059825612659,0.00012552031227047733,-0.0013446525896634864,-0.002178396937170035,-0.0008337443475065487
YOLO26s,xview_test,aggregate,ap50_95,20260725,0.0006435667479404439,0.003278133872680722,-0.002634567124740278,-0.0012004804408937975,0.0022598528402532347,-0.003460333281147032,-0.003047450202943655,-0.0008257661564067542,-0.0018440471888342413,-0.0010182810324274871
YOLO26s,xview_test,aggregate,ap50_95,20260726,0.0002237236438532575,-0.005253250665485182,0.005476974309338439,0.00046070120101868173,-0.004008346737530255,0.004469047938548937,0.004973011123943688,-0.0010079263707895025,0.00023697755716542424,0.0012449039279549268
YOLO26s,xview_test,aggregate,ap50_95,20260727,-0.002561732297125835,-0.0007142714049123977,-0.0018474608922134372,-0.0007716856551592266,0.003196589663328059,-0.003968275318487285,-0.0029078681053503613,-0.002120814426273848,0.0017900466419666083,0.0039108610682404565
YOLO26s,xview_test,aggregate,ap50_95,20260728,-0.0009229125571540431,-0.000719051605251958,-0.00020386095190208509,-0.0006461465728685167,-0.0012185595760146328,0.0005724130031461161,0.0001842760256220155,0.0007762739550482012,0.00027676598428552635,-0.0004995079707626748
YOLO26s,xview_test,aggregate,ap50_95,20260729,-0.00011641718144791979,-0.0026576875011005974,0.0025412703196526776,0.0006718958662366159,-0.001594582770754971,0.002266478636991587,0.002403874478322132,-0.0002747916826610908,0.0007883130476845357,0.0010631047303456265
YOLO26s,xview_test,aggregate,ap50_95,20260730,-0.0010063741942749616,0.0008288899916125414,-0.001835264185887503,-4.8452169474438866e-05,-0.0008386236649415568,0.000790171495467118,-0.0005225463452101925,0.002625435681354621,0.0009579220248005227,-0.0016675136565540982
YOLO26s,xview_test,aggregate,ap50_95,20260731,-0.0010484419964859604,-0.00046360851495858,-0.0005848334815273803,-0.0017950820600144413,0.001176642708459824,-0.0029717247684742654,-0.0017782791250008229,-0.002386891286946885,-0.0007466400635284809,0.0016402512234184041
YOLO26s,xview_test,aggregate,ap50_95,20260732,-0.0019630996440554715,-0.004068353043045425,0.0021052533989899536,-0.0013771551725742237,-0.00019333902729939956,-0.0011838161452748241,0.0004607186268575647,-0.0032890695442647777,0.0005859444714812478,0.0038750140157460256
YOLO26s,xview_test,aggregate,ap50,20260723,-0.002746979273492267,-0.001121085171554459,-0.0016258941019378081,-0.002436345549530261,0.010315479090001023,-0.012751824639531284,-0.007188859370734546,-0.011125930537593476,0.00031063372396200606,0.011436564261555482
YOLO26s,xview_test,aggregate,ap50,20260724,0.00015817866745265752,0.0053662296515288865,-0.005208050984076229,-0.0009662360738544318,0.0013198544306370907,-0.0022860905044915225,-0.0037470707442838758,0.0029219604795847065,-0.0011244147413070893,-0.004046375220891796
YOLO26s,xview_test,aggregate,ap50,20260725,0.0013890573556403218,0.003253893186848711,-0.001864835831208389,-0.0032317353252057646,0.002234052277475307,-0.0054657876026810714,-0.0036653117169447302,-0.0036009517714726824,-0.004620792680846086,-0.001019840909373404
YOLO26s,xview_test,aggregate,ap50,20260726,-0.0016660935443405522,-0.008916374896691615,0.007250281352351062,0.00031845227297089274,-0.0060439493791618615,0.006362401652132754,0.006806341502241908,-0.0008878797002183081,0.001984545817311445,0.002872425517529753
YOLO26s,xview_test,aggregate,ap50,20260727,-0.004399073344239335,-0.0050432203821037525,0.0006441470378644176,-0.0036878648647782897,0.0033394840062863085,-0.007027348871064598,-0.0031916009166000903,-0.007671495908929016,0.0007112084794610452,0.008382704388390061
YOLO26s,xview_test,aggregate,ap50,20260728,-0.003131889534494725,-0.0016872841435202623,-0.0014446053909744627,-0.0025636794263189655,-0.00022772286914540807,-0.0023359565571735574,-0.00189028097407401,-0.0008913511661990947,0.0005682101081757596,0.0014595612743748543
YOLO26s,xview_test,aggregate,ap50,20260729,-0.0037485813825440806,-0.006685008987133756,0.0029364276045896753,-0.0015451653756915484,0.00030020270262026694,-0.0018453680783118154,0.00054552976313893,-0.004781795682901491,0.002203416006852532,0.006985211689754023
YOLO26s,xview_test,aggregate,ap50,20260730,-0.0022636959741261786,0.0009933421288249034,-0.003257038102951082,0.003912990422362095,-0.0010054026789582116,0.004918393101320306,0.0008306774991846122,0.008175431204271388,0.0061766863964882734,-0.001998744807783115
YOLO26s,xview_test,aggregate,ap50,20260731,-0.003106003665900303,0.0024117075399708865,-0.00551771120587119,-0.0036984683108615135,0.0031968904362145167,-0.00689535874707603,-0.00620653497647361,-0.0013776475412048406,-0.0005924646449612103,0.0007851828962436302
YOLO26s,xview_test,aggregate,ap50,20260732,-0.005036411318170009,-0.007705820403301755,0.0026694090851317465,-0.003597439736601704,-0.0026700023892337055,-0.0009274373473679987,0.0008709858688818739,-0.003596846432499745,0.0014389715815683046,0.00503581801406805
YOLO26s,xview_test,aggregate,ap75,20260723,-0.0013062668353597262,-0.001179183547279472,-0.00012708328808025415,0.0005394617744922947,0.00899494977414006,-0.008455487999647765,-0.00429128564386401,-0.00832840471156751,0.001845728609852021,0.010174133321419532
YOLO26s,xview_test,aggregate,ap75,20260724,0.0008888851393587249,-0.0075527401762064406,0.008441625315565165,-0.0019158761838705685,-0.004885134566195187,0.002969258382324619,0.005705441848944892,-0.005472366933240547,-0.0028047613232292934,0.0026676056100112533
YOLO26s,xview_test,aggregate,ap75,20260725,-0.0011226528992043516,0.006595329954338036,-0.007717982853542388,-0.00018242603409437952,0.0022349918510748273,-0.002417417885169207,-0.005067700369355797,0.005300564968373181,0.0009402268651099721,-0.004360338103263209
YOLO26s,xview_test,aggregate,ap75,20260726,9.054084326073908e-05,-0.0023838504750490763,0.0024743913183098154,0.0024496098660976295,-0.005633664105481967,0.008083273971579596,0.005278832644944706,0.005608882653269781,0.0023590690228368905,-0.0032498136304328906
YOLO26s,xview_test,aggregate,ap75,20260727,-0.001496760008063841,-0.0004971209009381472,-0.0009996391071256938,-0.0004013896657915905,0.004328913437798787,-0.0047303031035903775,-0.0028649711053580357,-0.0037306639964646837,0.0010953703422722505,0.004826034338736934
YOLO26s,xview_test,aggregate,ap75,20260728,0.0005161901069318658,0.0004706242256227178,4.556588130914807e-05,0.00046901824965442374,-0.006152826016354071,0.006621844266008495,0.0033337050736588214,0.006576278384699347,-4.717185727744211e-05,-0.006623450241976789
YOLO26s,xview_test,aggregate,ap75,20260729,0.0016198752143970069,8.124226269252965e-05,0.0015386329517044772,-8.072563832703383e-05,0.0007409218764195674,-0.0008216475147466012,0.000358492718478938,-0.0023602804664510785,-0.0017006008527240407,0.0006596796137270378
YOLO26s,xview_test,aggregate,ap75,20260730,0.0007786323815252572,0.004339356230444041,-0.0035607238489187842,-0.002709663044199978,-0.002644397323238984,-6.526572096099414e-05,-0.0018129947849398892,0.00349545812795779,-0.003488295425725235,-0.006983753553683025
YOLO26s,xview_test,aggregate,ap75,20260731,-0.00012121987168769999,-0.0009714210136191892,0.0008502011419314892,-0.003771749076831643,-0.004695300192828947,0.0009235511159973037,0.0008868761289643964,7.334997406581445e-05,-0.003650529205143943,-0.0037238791792097575
YOLO26s,xview_test,aggregate,ap75,20260732,-0.0012223317735258893,-0.0020744459970135076,0.0008521142234876183,-0.0001465655399792709,-0.002152435267951655,0.002005869727972384,0.0014289919757300013,0.0011537555044847658,0.0010757662335466184,-7.798927093814745e-05
YOLO26s,hrsc2016_ms,vessel,ap50_95,20260723,0.010369614395737026,0.004461703271116002,0.005907911124621024,0.007664742324940216,0.0012201174692462735,0.006444624855693942,0.006176267990157483,0.0005367137310729186,-0.00270487207079681,-0.0032415858018697286
YOLO26s,hrsc2016_ms,vessel,ap50_95,20260724,0.009024933798810503,0.0006013740683916136,0.00842355973041889,0.00435024675937698,0.008563180189121694,-0.004212933429744714,0.0021053131503370875,-0.012636493160163603,-0.004674687039433523,0.00796180612073008
YOLO26s,hrsc2016_ms,vessel,ap50_95,20260725,0.006631677839831457,0.00330202058938045,0.003329657250451007,0.005904447718831363,0.004272677383785423,0.00163177033504594,0.0024807137927484735,-0.0016978869154050669,-0.0007272301210000942,0.0009706567944049727
YOLO26s,hrsc2016_ms,vessel,ap50_95,20260726,0.007472705174390193,0.006568055450687255,0.0009046497237029383,0.005917536677651575,-0.0044161284494629305,0.010333665127114505,0.005619157425408722,0.009429015403411567,-0.0015551684967386181,-0.010984183900150185
YOLO26s,hrsc2016_ms,vessel,ap50_95,20260727,0.008285272637608115,0.004117394052668755,0.004167878584939361,0.009501510877012787,0.0011494721594041413,0.008352038717608645,0.006259958651274003,0.0041841601326692845,0.0012162382394046711,-0.0029679218932646134
YOLO26s,hrsc2016_ms,vessel,ap50_95,20260728,0.008053139911239848,0.004613322717641005,0.003439817193598843,0.006279920636514946,0.001164277746453446,0.0051156428900615,0.004277730041830172,0.0016758256964626572,-0.001773219274724902,-0.0034490449711875593
YOLO26s,hrsc2016_ms,vessel,ap50_95,20260729,0.0060155108422729475,0.0049216868516115675,0.00109382399066138,0.004918034311349212,0.007248580820775508,-0.0023305465094262956,-0.0006183612593824578,-0.0034243705000876756,-0.0010974765309237355,0.00232689396916394
YOLO26s,hrsc2016_ms,vessel,ap50_95,20260730,0.009411421669201558,0.0006312646890186124,0.008780156980182946,0.003973016999895523,0.005524787790581409,-0.0015517707906858857,0.00361419309474853,-0.010331927770868832,-0.005438404669306035,0.004893523101562797
YOLO26s,hrsc2016_ms,vessel,ap50_95,20260731,0.010381392762785102,-0.003255369894031329,0.013636762656816431,0.009444077426121078,0.006805145919312805,0.002638931506808273,0.008137847081812352,-0.010997831150008158,-0.0009373153366640241,0.010060515813344134
YOLO26s,hrsc2016_ms,vessel,ap50_95,20260732,0.007093452907568465,-0.00499635512048105,0.012089808028049515,0.010257610904086806,-0.005434734338872593,0.0156923452429594,0.013891076635504457,0.0036025372149098844,0.003164157996518341,-0.0004383792183915436
YOLO26s,hrsc2016_ms,vessel,ap50,20260723,0.010943999618509559,0.00770964971054644,0.003234349907963119,0.004669017987875779,0.009427071016121058,-0.004758053028245279,-0.0007618515601410802,-0.007992402936208398,-0.00627498163063378,0.001717421305574618
YOLO26s,hrsc2016_ms,vessel,ap50,20260724,0.00900207180621998,-0.009965446027859592,0.018967517834079572,0.0037477186778223093,0.002760768899792543,0.0009869497780297665,0.00997723380605467,-0.017980568056049806,-0.005254353128397671,0.012726214927652135
YOLO26s,hrsc2016_ms,vessel,ap50,20260725,0.004227735351051143,0.00033734208219970974,0.003890393268851433,0.0010899853374766733,0.004149106403146585,-0.003059121065669912,0.0004156361015907606,-0.006949514334521345,-0.0031377500135744696,0.0038117643209468755
YOLO26s,hrsc2016_ms,vessel,ap50,20260726,0.009069303171874488,0.0016760425337909446,0.007393260638083543,0.0045590748796732194,-0.016939994047715845,0.021499068927389064,0.014446164782736304,0.014105808289305521,-0.004510228292201268,-0.01861603658150679
YOLO26s,hrsc2016_ms,vessel,ap50,20260727,0.008885681717040572,0.003763359007218414,0.005122322709822158,0.008617529183641726,-0.0008693305992666378,0.009486859782908363,0.007304591246365261,0.004364537073086205,-0.0002681525333988466,-0.004632689606485052
YOLO26s,hrsc2016_ms,vessel,ap50,20260728,0.00955425832491208,0.001046010166380007,0.008508248158532072,0.003715901616369588,-0.008970973977120766,0.012686875593490354,0.010597561876011213,0.004178627434958282,-0.0058383567085424914,-0.010016984143500773
YOLO26s,hrsc2016_ms,vessel,ap50,20260729,0.005804329083101356,0.00030121731413390584,0.00550311176896745,-0.0030047286320873945,0.00777011700258784,-0.010774845634675234,-0.002635866932853892,-0.016277957403642684,-0.00880905771518875,0.007468899688453934
YOLO26s,hrsc2016_ms,vessel,ap50,20260730,0.009912794137933889,-0.010638858594032519,0.020551652731966408,0.002248102215225034,0.0010919152821955436,0.0011561869330294905,0.010853919832497949,-0.019395465798936917,-0.007664691922708855,0.011730773876228062
YOLO26s,hrsc2016_ms,vessel,ap50,20260731,0.014246287373686495,-0.01130152338396273,0.025547810757649225,0.009723602875596538,0.011940222594550798,-0.0022166197189542602,0.011665595519347483,-0.027764430476603486,-0.004522684498089957,0.02324174597851353
YOLO26s,hrsc2016_ms,vessel,ap50,20260732,0.005986542738435907,-0.016510888575926086,0.022497431314361993,0.012816907219566132,-0.017239174221558684,0.030056081441124816,0.026276756377743404,0.0075586501267628226,0.006830364481130224,-0.0007282856456325981
YOLO26s,hrsc2016_ms,vessel,ap75,20260723,0.011605312551340535,0.0044257495910707545,0.007179562960269781,0.010170890092418117,-0.0018897587131418703,0.012060648805559987,0.009620105882914884,0.004881085845290206,-0.0014344224589224186,-0.006315508304212625
YOLO26s,hrsc2016_ms,vessel,ap75,20260724,0.010223303389707256,0.007598697091643319,0.002624606298063936,0.006763997020596435,0.018903493183208414,-0.012139496162611979,-0.004757444932274021,-0.014764102460675915,-0.0034593063691108206,0.011304796091565095
YOLO26s,hrsc2016_ms,vessel,ap75,20260725,0.012057514828272053,0.006009522032727449,0.0060479927955446044,0.011835669850517733,0.007098258803244134,0.004737411047273599,0.0053927019214091015,-0.0013105817482710058,-0.00022184497775432077,0.001088736770516685
YOLO26s,hrsc2016_ms,vessel,ap75,20260726,0.006750531622132516,0.012361343258859486,-0.00561081163672697,0.007582760074175049,0.0033693866698914776,0.004213373404283571,-0.0006987191162216994,0.009824185041010541,0.0008322284520425327,-0.008991956588968009
YOLO26s,hrsc2016_ms,vessel,ap75,20260727,0.010190988894848901,0.007448386298471638,0.0027426025963772638,0.010089383889560904,0.004998678630526943,0.005090705259033962,0.003916653927705613,0.002348102662656698,-0.00010160500528799687,-0.002449707667944695
YOLO26s,hrsc2016_ms,vessel,ap75,20260728,0.01029669618295781,0.005012295159049052,0.005284401023908758,0.00934953578181369,0.003527590751118803,0.005821945030694886,0.005553173027301822,0.0005375440067861281,-0.0009471604011441204,-0.0014847044079302485
YOLO26s,hrsc2016_ms,vessel,ap75,20260729,0.009957443781658776,0.010110235995485994,-0.00015279221382721864,0.009301766110677151,0.011327447125547813,-0.0020256810148706617,-0.0010892366143489401,-0.001872888801043443,-0.0006556776709816248,0.0012172111300618182
YOLO26s,hrsc2016_ms,vessel,ap75,20260730,0.014442182063581832,0.008508135481205548,0.0059340465823762845,0.008890181094673405,0.00935607889736953,-0.0004658978026961247,0.00273407438984008,-0.006399944385072409,-0.005552000968908427,0.0008479434161639821
YOLO26s,hrsc2016_ms,vessel,ap75,20260731,0.01158629430086644,0.00022855861457221627,0.011357735686294224,0.014418538401223868,0.009122459085979445,0.005296079315244423,0.008326907500769323,-0.006061656371049801,0.0028322441003574284,0.008893900471407229
YOLO26s,hrsc2016_ms,vessel,ap75,20260732,0.014289446395747585,0.002837598484196596,0.011451847911550989,0.014477304316015488,-0.001501879437093262,0.01597918375310875,0.01371551583232987,0.004527335841557761,0.00018785792026790316,-0.004339477921289858
YOLO26s,hrsc2016_ms,aggregate,ap50_95,20260723,0.010369614395737026,0.004461703271116002,0.005907911124621024,0.007664742324940216,0.0012201174692462735,0.006444624855693942,0.006176267990157483,0.0005367137310729186,-0.00270487207079681,-0.0032415858018697286
YOLO26s,hrsc2016_ms,aggregate,ap50_95,20260724,0.009024933798810503,0.0006013740683916136,0.00842355973041889,0.00435024675937698,0.008563180189121694,-0.004212933429744714,0.0021053131503370875,-0.012636493160163603,-0.004674687039433523,0.00796180612073008
YOLO26s,hrsc2016_ms,aggregate,ap50_95,20260725,0.006631677839831457,0.00330202058938045,0.003329657250451007,0.005904447718831363,0.004272677383785423,0.00163177033504594,0.0024807137927484735,-0.0016978869154050669,-0.0007272301210000942,0.0009706567944049727
YOLO26s,hrsc2016_ms,aggregate,ap50_95,20260726,0.007472705174390193,0.006568055450687255,0.0009046497237029383,0.005917536677651575,-0.0044161284494629305,0.010333665127114505,0.005619157425408722,0.009429015403411567,-0.0015551684967386181,-0.010984183900150185
YOLO26s,hrsc2016_ms,aggregate,ap50_95,20260727,0.008285272637608115,0.004117394052668755,0.004167878584939361,0.009501510877012787,0.0011494721594041413,0.008352038717608645,0.006259958651274003,0.0041841601326692845,0.0012162382394046711,-0.0029679218932646134
YOLO26s,hrsc2016_ms,aggregate,ap50_95,20260728,0.008053139911239848,0.004613322717641005,0.003439817193598843,0.006279920636514946,0.001164277746453446,0.0051156428900615,0.004277730041830172,0.0016758256964626572,-0.001773219274724902,-0.0034490449711875593
YOLO26s,hrsc2016_ms,aggregate,ap50_95,20260729,0.0060155108422729475,0.0049216868516115675,0.00109382399066138,0.004918034311349212,0.007248580820775508,-0.0023305465094262956,-0.0006183612593824578,-0.0034243705000876756,-0.0010974765309237355,0.00232689396916394
YOLO26s,hrsc2016_ms,aggregate,ap50_95,20260730,0.009411421669201558,0.0006312646890186124,0.008780156980182946,0.003973016999895523,0.005524787790581409,-0.0015517707906858857,0.00361419309474853,-0.010331927770868832,-0.005438404669306035,0.004893523101562797
YOLO26s,hrsc2016_ms,aggregate,ap50_95,20260731,0.010381392762785102,-0.003255369894031329,0.013636762656816431,0.009444077426121078,0.006805145919312805,0.002638931506808273,0.008137847081812352,-0.010997831150008158,-0.0009373153366640241,0.010060515813344134
YOLO26s,hrsc2016_ms,aggregate,ap50_95,20260732,0.007093452907568465,-0.00499635512048105,0.012089808028049515,0.010257610904086806,-0.005434734338872593,0.0156923452429594,0.013891076635504457,0.0036025372149098844,0.003164157996518341,-0.0004383792183915436
YOLO26s,hrsc2016_ms,aggregate,ap50,20260723,0.010943999618509559,0.00770964971054644,0.003234349907963119,0.004669017987875779,0.009427071016121058,-0.004758053028245279,-0.0007618515601410802,-0.007992402936208398,-0.00627498163063378,0.001717421305574618
YOLO26s,hrsc2016_ms,aggregate,ap50,20260724,0.00900207180621998,-0.009965446027859592,0.018967517834079572,0.0037477186778223093,0.002760768899792543,0.0009869497780297665,0.00997723380605467,-0.017980568056049806,-0.005254353128397671,0.012726214927652135
YOLO26s,hrsc2016_ms,aggregate,ap50,20260725,0.004227735351051143,0.00033734208219970974,0.003890393268851433,0.0010899853374766733,0.004149106403146585,-0.003059121065669912,0.0004156361015907606,-0.006949514334521345,-0.0031377500135744696,0.0038117643209468755
YOLO26s,hrsc2016_ms,aggregate,ap50,20260726,0.009069303171874488,0.0016760425337909446,0.007393260638083543,0.0045590748796732194,-0.016939994047715845,0.021499068927389064,0.014446164782736304,0.014105808289305521,-0.004510228292201268,-0.01861603658150679
YOLO26s,hrsc2016_ms,aggregate,ap50,20260727,0.008885681717040572,0.003763359007218414,0.005122322709822158,0.008617529183641726,-0.0008693305992666378,0.009486859782908363,0.007304591246365261,0.004364537073086205,-0.0002681525333988466,-0.004632689606485052
YOLO26s,hrsc2016_ms,aggregate,ap50,20260728,0.00955425832491208,0.001046010166380007,0.008508248158532072,0.003715901616369588,-0.008970973977120766,0.012686875593490354,0.010597561876011213,0.004178627434958282,-0.0058383567085424914,-0.010016984143500773
YOLO26s,hrsc2016_ms,aggregate,ap50,20260729,0.005804329083101356,0.00030121731413390584,0.00550311176896745,-0.0030047286320873945,0.00777011700258784,-0.010774845634675234,-0.002635866932853892,-0.016277957403642684,-0.00880905771518875,0.007468899688453934
YOLO26s,hrsc2016_ms,aggregate,ap50,20260730,0.009912794137933889,-0.010638858594032519,0.020551652731966408,0.002248102215225034,0.0010919152821955436,0.0011561869330294905,0.010853919832497949,-0.019395465798936917,-0.007664691922708855,0.011730773876228062
YOLO26s,hrsc2016_ms,aggregate,ap50,20260731,0.014246287373686495,-0.01130152338396273,0.025547810757649225,0.009723602875596538,0.011940222594550798,-0.0022166197189542602,0.011665595519347483,-0.027764430476603486,-0.004522684498089957,0.02324174597851353
YOLO26s,hrsc2016_ms,aggregate,ap50,20260732,0.005986542738435907,-0.016510888575926086,0.022497431314361993,0.012816907219566132,-0.017239174221558684,0.030056081441124816,0.026276756377743404,0.0075586501267628226,0.006830364481130224,-0.0007282856456325981
