model_size,dataset,scope,learning_rate,learning_rate_label,condition,metric_family,metric,n_seeds,mean,sample_sd
YOLO26m,dior_public_mirror,head_only,0.0002,2e-4,unity_medium150,aggregate,ap50_95,10,0.08421228376368783,0.01685498706689023
YOLO26m,dior_public_mirror,head_only,0.0002,2e-4,unity_medium150,aggregate,ap75,10,0.03591951742823313,0.007366502675746531
YOLO26m,dior_public_mirror,head_only,0.0002,2e-4,unity_medium150,vessel,ap50,10,0.22558953953385855,0.045787396819274684
YOLO26m,dior_public_mirror,head_only,0.0002,2e-4,unity_medium150,vessel,ap50_95,10,0.08421228376368783,0.01685498706689023
YOLO26m,dior_public_mirror,head_only,0.0002,2e-4,unity_medium150,vessel,ap75,10,0.03591951742823313,0.007366502675746531
YOLO26m,hrsc2016_ms,full_network,0.0001,1e-4,duplicate,aggregate,ap50,10,0.2672386099978563,0.006905846085506375
YOLO26m,hrsc2016_ms,full_network,0.0001,1e-4,duplicate,aggregate,ap50_95,10,0.13011384425089587,0.004468563111415258
YOLO26m,hrsc2016_ms,full_network,0.0001,1e-4,duplicate,aggregate,ap75,10,0.11056441151709512,0.005117908870910059
YOLO26m,hrsc2016_ms,full_network,0.0001,1e-4,duplicate,vessel,ap50,10,0.2672386099978563,0.006905846085506375
YOLO26m,hrsc2016_ms,full_network,0.0001,1e-4,duplicate,vessel,ap50_95,10,0.13011384425089587,0.004468563111415258
YOLO26m,hrsc2016_ms,full_network,0.0001,1e-4,duplicate,vessel,ap75,10,0.11056441151709512,0.005117908870910059
YOLO26m,hrsc2016_ms,full_network,0.0001,1e-4,unity_medium150,aggregate,ap50,10,0.2721606880684904,0.006846702927337841
YOLO26m,hrsc2016_ms,full_network,0.0001,1e-4,unity_medium150,aggregate,ap50_95,10,0.1382890842877354,0.004519857588828012
YOLO26m,hrsc2016_ms,full_network,0.0001,1e-4,unity_medium150,aggregate,ap75,10,0.12500329379433495,0.004170835541128498
YOLO26m,hrsc2016_ms,full_network,0.0001,1e-4,unity_medium150,vessel,ap50,10,0.2721606880684904,0.006846702927337841
YOLO26m,hrsc2016_ms,full_network,0.0001,1e-4,unity_medium150,vessel,ap50_95,10,0.1382890842877354,0.004519857588828012
YOLO26m,hrsc2016_ms,full_network,0.0001,1e-4,unity_medium150,vessel,ap75,10,0.12500329379433495,0.004170835541128498
YOLO26m,hrsc2016_ms,full_network,0.0002,2e-4,duplicate,aggregate,ap50,10,0.2628646610648882,0.0053910044939821196
YOLO26m,hrsc2016_ms,full_network,0.0002,2e-4,duplicate,aggregate,ap50_95,10,0.12846353337744065,0.0036843043202953486
YOLO26m,hrsc2016_ms,full_network,0.0002,2e-4,duplicate,aggregate,ap75,10,0.11110009742694414,0.005168520898136324
YOLO26m,hrsc2016_ms,full_network,0.0002,2e-4,duplicate,vessel,ap50,10,0.2628646610648882,0.0053910044939821196
YOLO26m,hrsc2016_ms,full_network,0.0002,2e-4,duplicate,vessel,ap50_95,10,0.12846353337744065,0.0036843043202953486
YOLO26m,hrsc2016_ms,full_network,0.0002,2e-4,duplicate,vessel,ap75,10,0.11110009742694414,0.005168520898136324
YOLO26m,hrsc2016_ms,full_network,0.0002,2e-4,unity_medium150,aggregate,ap50,10,0.2643655536297827,0.007818756619950549
YOLO26m,hrsc2016_ms,full_network,0.0002,2e-4,unity_medium150,aggregate,ap50_95,10,0.1340378966977517,0.003920511866753739
YOLO26m,hrsc2016_ms,full_network,0.0002,2e-4,unity_medium150,aggregate,ap75,10,0.12311580224059639,0.00496170714134388
YOLO26m,hrsc2016_ms,full_network,0.0002,2e-4,unity_medium150,vessel,ap50,10,0.2643655536297827,0.007818756619950549
YOLO26m,hrsc2016_ms,full_network,0.0002,2e-4,unity_medium150,vessel,ap50_95,10,0.1340378966977517,0.003920511866753739
YOLO26m,hrsc2016_ms,full_network,0.0002,2e-4,unity_medium150,vessel,ap75,10,0.12311580224059639,0.00496170714134388
YOLO26m,hrsc2016_ms,head_only,0.0001,1e-4,duplicate,aggregate,ap50,10,0.31580847092281944,0.0020590920647324735
YOLO26m,hrsc2016_ms,head_only,0.0001,1e-4,duplicate,aggregate,ap50_95,10,0.15687288180376385,0.0016419610296956853
YOLO26m,hrsc2016_ms,head_only,0.0001,1e-4,duplicate,aggregate,ap75,10,0.14056205869056926,0.002531692632882865
YOLO26m,hrsc2016_ms,head_only,0.0001,1e-4,duplicate,vessel,ap50,10,0.31580847092281944,0.0020590920647324735
YOLO26m,hrsc2016_ms,head_only,0.0001,1e-4,duplicate,vessel,ap50_95,10,0.15687288180376385,0.0016419610296956853
YOLO26m,hrsc2016_ms,head_only,0.0001,1e-4,duplicate,vessel,ap75,10,0.14056205869056926,0.002531692632882865
YOLO26m,hrsc2016_ms,head_only,0.0001,1e-4,unity_medium150,aggregate,ap50,10,0.3423865294507132,0.0026165305118802007
YOLO26m,hrsc2016_ms,head_only,0.0001,1e-4,unity_medium150,aggregate,ap50_95,10,0.17123589034556694,0.0019148295731760017
YOLO26m,hrsc2016_ms,head_only,0.0001,1e-4,unity_medium150,aggregate,ap75,10,0.15445605190225073,0.003430389345502432
YOLO26m,hrsc2016_ms,head_only,0.0001,1e-4,unity_medium150,vessel,ap50,10,0.3423865294507132,0.0026165305118802007
YOLO26m,hrsc2016_ms,head_only,0.0001,1e-4,unity_medium150,vessel,ap50_95,10,0.17123589034556694,0.0019148295731760017
YOLO26m,hrsc2016_ms,head_only,0.0001,1e-4,unity_medium150,vessel,ap75,10,0.15445605190225073,0.003430389345502432
YOLO26m,hrsc2016_ms,head_only,0.0002,2e-4,duplicate,aggregate,ap50,10,0.311999306130547,0.002613752555347349
YOLO26m,hrsc2016_ms,head_only,0.0002,2e-4,duplicate,aggregate,ap50_95,10,0.15546935026913142,0.0019428789893053725
YOLO26m,hrsc2016_ms,head_only,0.0002,2e-4,duplicate,aggregate,ap75,10,0.14055541334045538,0.00288584337071701
YOLO26m,hrsc2016_ms,head_only,0.0002,2e-4,duplicate,vessel,ap50,10,0.311999306130547,0.002613752555347349
YOLO26m,hrsc2016_ms,head_only,0.0002,2e-4,duplicate,vessel,ap50_95,10,0.15546935026913142,0.0019428789893053725
YOLO26m,hrsc2016_ms,head_only,0.0002,2e-4,duplicate,vessel,ap75,10,0.14055541334045538,0.00288584337071701
YOLO26m,hrsc2016_ms,head_only,0.0002,2e-4,unity_medium150,aggregate,ap50,10,0.3268153294257545,0.023770666591501684
YOLO26m,hrsc2016_ms,head_only,0.0002,2e-4,unity_medium150,aggregate,ap50_95,10,0.16445035045835252,0.01213801580706602
YOLO26m,hrsc2016_ms,head_only,0.0002,2e-4,unity_medium150,aggregate,ap75,10,0.1505466645929633,0.010553519562498136
YOLO26m,hrsc2016_ms,head_only,0.0002,2e-4,unity_medium150,vessel,ap50,10,0.3268153294257545,0.023770666591501684
YOLO26m,hrsc2016_ms,head_only,0.0002,2e-4,unity_medium150,vessel,ap50_95,10,0.16445035045835252,0.01213801580706602
YOLO26m,hrsc2016_ms,head_only,0.0002,2e-4,unity_medium150,vessel,ap75,10,0.1505466645929633,0.010553519562498136
YOLO26m,xview_test,full_network,0.0001,1e-4,duplicate,aggregate,ap50,10,0.36834558141182017,0.007449660843019168
YOLO26m,xview_test,full_network,0.0001,1e-4,duplicate,aggregate,ap50_95,10,0.17491320539742747,0.003374942223841911
YOLO26m,xview_test,full_network,0.0001,1e-4,duplicate,aggregate,ap75,10,0.13870487725835606,0.0038507171313513075
YOLO26m,xview_test,full_network,0.0001,1e-4,duplicate,vessel,ap50,10,0.26505670195481823,0.02140226899979845
YOLO26m,xview_test,full_network,0.0001,1e-4,duplicate,vessel,ap50_95,10,0.12627691006715835,0.012801857657667134
YOLO26m,xview_test,full_network,0.0001,1e-4,duplicate,vessel,ap75,10,0.09929582793785123,0.017688412475494384
YOLO26m,xview_test,full_network,0.0001,1e-4,unity_medium150,aggregate,ap50,10,0.3670013244588706,0.005327433895820902
YOLO26m,xview_test,full_network,0.0001,1e-4,unity_medium150,aggregate,ap50_95,10,0.17327988650782475,0.0029533798727606553
YOLO26m,xview_test,full_network,0.0001,1e-4,unity_medium150,aggregate,ap75,10,0.13585738055150404,0.00400077038961007
YOLO26m,xview_test,full_network,0.0001,1e-4,unity_medium150,vessel,ap50,10,0.26032403096370216,0.018501999729962238
YOLO26m,xview_test,full_network,0.0001,1e-4,unity_medium150,vessel,ap50_95,10,0.1206946392041808,0.012014433837627084
YOLO26m,xview_test,full_network,0.0001,1e-4,unity_medium150,vessel,ap75,10,0.0903278529327229,0.01512602117702372
YOLO26m,xview_test,full_network,0.0002,2e-4,duplicate,aggregate,ap50,10,0.35372238735182826,0.005796776547596987
YOLO26m,xview_test,full_network,0.0002,2e-4,duplicate,aggregate,ap50_95,10,0.16711825891803495,0.0028434973904267772
YOLO26m,xview_test,full_network,0.0002,2e-4,duplicate,aggregate,ap75,10,0.1305286770545187,0.0018370301863670873
YOLO26m,xview_test,full_network,0.0002,2e-4,duplicate,vessel,ap50,10,0.2402343250139914,0.016778629771128137
YOLO26m,xview_test,full_network,0.0002,2e-4,duplicate,vessel,ap50_95,10,0.11744293269684995,0.00921597884300287
YOLO26m,xview_test,full_network,0.0002,2e-4,duplicate,vessel,ap75,10,0.0972460974220332,0.009527426476606215
YOLO26m,xview_test,full_network,0.0002,2e-4,unity_medium150,aggregate,ap50,10,0.350984799335873,0.004889135861886553
YOLO26m,xview_test,full_network,0.0002,2e-4,unity_medium150,aggregate,ap50_95,10,0.16606116775191876,0.0029633865768645793
YOLO26m,xview_test,full_network,0.0002,2e-4,unity_medium150,aggregate,ap75,10,0.1294390858885306,0.005998512443157937
YOLO26m,xview_test,full_network,0.0002,2e-4,unity_medium150,vessel,ap50,10,0.23195716307437658,0.018971310660758734
YOLO26m,xview_test,full_network,0.0002,2e-4,unity_medium150,vessel,ap50_95,10,0.11593689475813436,0.014005650991095022
YOLO26m,xview_test,full_network,0.0002,2e-4,unity_medium150,vessel,ap75,10,0.10063172934454792,0.02565079212845303
YOLO26m,xview_test,head_only,0.0001,1e-4,duplicate,aggregate,ap50,10,0.39707078636029136,0.001344331314188245
YOLO26m,xview_test,head_only,0.0001,1e-4,duplicate,aggregate,ap50_95,10,0.19648239102429357,0.0009221864719240223
YOLO26m,xview_test,head_only,0.0001,1e-4,duplicate,aggregate,ap75,10,0.1671833367078538,0.0013411853662156133
YOLO26m,xview_test,head_only,0.0001,1e-4,duplicate,vessel,ap50,10,0.2916044591742172,0.0038867266889794157
YOLO26m,xview_test,head_only,0.0001,1e-4,duplicate,vessel,ap50_95,10,0.15963587030368423,0.002046945324938215
YOLO26m,xview_test,head_only,0.0001,1e-4,duplicate,vessel,ap75,10,0.16800427665657874,0.0041148015342619216
YOLO26m,xview_test,head_only,0.0001,1e-4,unity_medium150,aggregate,ap50,10,0.39911201186695966,0.0013899088654805451
YOLO26m,xview_test,head_only,0.0001,1e-4,unity_medium150,aggregate,ap50_95,10,0.19720814966506323,0.0010203293030278185
YOLO26m,xview_test,head_only,0.0001,1e-4,unity_medium150,aggregate,ap75,10,0.16709145832270203,0.0015833636693073497
YOLO26m,xview_test,head_only,0.0001,1e-4,unity_medium150,vessel,ap50,10,0.2997223640884228,0.004924187234469122
YOLO26m,xview_test,head_only,0.0001,1e-4,unity_medium150,vessel,ap50_95,10,0.16229039915758614,0.0032036890379061557
YOLO26m,xview_test,head_only,0.0001,1e-4,unity_medium150,vessel,ap75,10,0.16747305567451204,0.004745811358935883
YOLO26m,xview_test,head_only,0.0002,2e-4,duplicate,aggregate,ap50,10,0.39617095025740234,0.0013621545089549441
YOLO26m,xview_test,head_only,0.0002,2e-4,duplicate,aggregate,ap50_95,10,0.19548332423090403,0.001312608265377567
YOLO26m,xview_test,head_only,0.0002,2e-4,duplicate,aggregate,ap75,10,0.167183081777803,0.002586378073433247
YOLO26m,xview_test,head_only,0.0002,2e-4,duplicate,vessel,ap50,10,0.28721618993054715,0.003788299467544306
YOLO26m,xview_test,head_only,0.0002,2e-4,duplicate,vessel,ap50_95,10,0.15430266875879947,0.003974560366615746
YOLO26m,xview_test,head_only,0.0002,2e-4,duplicate,vessel,ap75,10,0.16352685343766793,0.006061864257526555
YOLO26m,xview_test,head_only,0.0002,2e-4,unity_medium150,aggregate,ap50,10,0.3817885964202151,0.05138712617443547
YOLO26m,xview_test,head_only,0.0002,2e-4,unity_medium150,aggregate,ap50_95,10,0.1881520743072929,0.02619491079121568
YOLO26m,xview_test,head_only,0.0002,2e-4,unity_medium150,aggregate,ap75,10,0.16044264446560386,0.023097326795060123
YOLO26m,xview_test,head_only,0.0002,2e-4,unity_medium150,vessel,ap50,10,0.27881004096036827,0.04775858523058929
YOLO26m,xview_test,head_only,0.0002,2e-4,unity_medium150,vessel,ap50_95,10,0.14949698212000836,0.026015593354980278
YOLO26m,xview_test,head_only,0.0002,2e-4,unity_medium150,vessel,ap75,10,0.15758925183859718,0.027719983950787962
