dataset,metric_family,metric,seed,delta_head_1e-4,delta_full_1e-4,did_1e-4,delta_head_2e-4,delta_full_2e-4,did_2e-4,marginal_did,three_way,lrmod_head,lrmod_full
xview_test,aggregate,ap75,20260725,0.001122462020020365,-0.003457153902915247,0.004579615922935612,0.0007231957398997346,0.0004572721569353899,0.0002659235829643447,0.0024227697529499784,-0.004313692339971267,-0.00039926628012063037,0.003914426059850637
xview_test,aggregate,ap75,20260726,0.0010151192166098916,-0.0015855332612242506,0.0026006524778341422,0.0010130253136077932,0.007019648737964138,-0.006006623424356344,-0.001702985473261101,-0.008607275902190487,-2.0939030020983296e-06,0.008605181999188388
xview_test,aggregate,ap75,20260727,0.000557005417423248,-0.0023598116870504476,0.0029168171044736957,0.0008303532137202974,-0.003388511532761554,0.004218864746481851,0.0035678409254777735,0.0013020476420081556,0.0002733477962970493,-0.0010286998457111063
xview_test,aggregate,ap75,20260728,0.001237788569894982,-0.0007594082365140475,0.0019971968064090295,0.0011790278461794451,0.0023910363803826967,-0.0012120085342032516,0.00039259413610288896,-0.003209205340612281,-5.876072371553687e-05,0.0031504446168967443
xview_test,aggregate,ap75,20260729,6.751322215291233e-05,0.0024302315688029125,-0.00236271834665,0.00027823168014201594,0.000657945966903703,-0.00037971428676168706,-0.0013712163167058436,0.001983004059888313,0.0002107184579891036,-0.0017722856018992095
xview_test,aggregate,ap75,20260730,0.0015630198998715095,-0.003088876332965673,0.004651896232837183,0.0009353353115823249,-0.00018795156884816866,0.0011232868804304935,0.002887591556633838,-0.003528609352406689,-0.0006276845882891846,0.0029009247641175046
xview_test,aggregate,ap75,20260731,0.0011991777290195071,0.00012501730986133608,0.001074160419158171,0.001349598747685088,-0.00015240732975865812,0.001502006077443746,0.0012880832483009585,0.00042784565828557497,0.00015042101866558077,-0.0002774246396199942
xview_test,aggregate,ap75,20260732,0.0006160708910011442,-0.0033568012373150213,0.0039728721283161655,0.0008342375546370323,0.0013936010266294985,-0.0005593634719924662,0.0017067543281618497,-0.004532235600308632,0.0002181666636358881,0.00475040226394452
hrsc2016_ms,vessel,ap50_95,20260723,0.010675987789209723,0.007563189236807849,0.003112798552401874,0.012431846958988024,0.0028087831978571287,0.009623063761130896,0.006367931156766385,0.006510265208729021,0.001755859169778301,-0.00475440603895072
hrsc2016_ms,vessel,ap50_95,20260724,0.011371587437648406,0.009837455229895986,0.00153413220775242,0.013072207085114501,0.0006014108602957896,0.012470796224818712,0.007002464216285566,0.010936664017066292,0.001700619647466095,-0.009236044369600196
hrsc2016_ms,vessel,ap50_95,20260725,0.010906681870094331,0.0018653894072120786,0.009041292462882253,0.013350860760887595,0.007792758442025788,0.005558102318861807,0.00729969739087203,-0.0034831901440204455,0.0024441788907932638,0.005927369034813709
hrsc2016_ms,vessel,ap50_95,20260726,0.011407009083580388,0.00753931821556289,0.003867690868017498,0.01056777093423919,0.0052963478244991286,0.0052714231097400616,0.00456955698887878,0.0014037322417225634,-0.0008392381493411982,-0.0022429703910637616
hrsc2016_ms,vessel,ap50_95,20260727,0.011040999083135855,0.0068919360903312715,0.004149062992804584,0.011526138445261985,0.008544079171290186,0.002982059273971799,0.003565561133388191,-0.0011670037188327848,0.0004851393621261302,0.001652143080958915
hrsc2016_ms,vessel,ap50_95,20260728,0.011024879832271656,0.008250197761308906,0.00277468207096275,0.010640646224071793,0.008670508994327988,0.001970137229743804,0.002372409650353277,-0.000804544841218946,-0.0003842336081998632,0.0004203112330190828
hrsc2016_ms,vessel,ap50_95,20260729,0.009935785986191076,0.0055335158294601144,0.004402270156730961,0.010981927579686551,0.006867480501945439,0.004114447077741112,0.004258358617236037,-0.00028782307898984894,0.0010461415934954754,0.0013339646724853244
hrsc2016_ms,vessel,ap50_95,20260730,0.011577838077358155,0.011413046665843127,0.00016479141151502785,0.01171129638977314,0.005166566872787576,0.006544729516985565,0.0033547604642502962,0.006379938105470537,0.00013345831241498574,-0.006246479793055551
hrsc2016_ms,vessel,ap50_95,20260731,0.012648302540823303,0.011657005025892023,0.0009912975149312803,0.011741433826954806,0.008343558454842984,0.003397875372111822,0.002194586443521551,0.002406577857180542,-0.0009068687138684972,-0.003313446571049039
hrsc2016_ms,vessel,ap50_95,20260732,0.010487795841269992,0.0011837049644488756,0.009304090876821117,0.0109450604282251,0.012443503459719979,-0.0014984430314948782,0.0039028239226631192,-0.010802533908315995,0.0004572645869551084,0.011259798495271103
hrsc2016_ms,vessel,ap50,20260723,0.017560915814955835,0.007129520263662148,0.010431395551293687,0.02135930949080017,-0.0024279544067651038,0.023787263897565275,0.01710932972442948,0.013355868346271588,0.003798393675844336,-0.009557474670427252
hrsc2016_ms,vessel,ap50,20260724,0.01999739057492317,0.010286145382960604,0.009711245191962564,0.022677870245033482,-0.00833408220289325,0.031011952447926733,0.02036159881994465,0.02130070725596417,0.002680479670110314,-0.018620227585853855
hrsc2016_ms,vessel,ap50,20260725,0.019510435071707577,0.0004004202122127598,0.019110014859494817,0.02330375599692222,0.0092737558465463,0.01403000015037592,0.01657000750493537,-0.005080014709118896,0.003793320925214644,0.00887333563433354
hrsc2016_ms,vessel,ap50,20260726,0.019745549771716553,0.004145441342260303,0.01560010842945625,0.019222948270841533,0.002711034687273517,0.016511913583568016,0.016056011006512133,0.0009118051541117667,-0.0005226015008750196,-0.0014344066549867862
hrsc2016_ms,vessel,ap50,20260727,0.01931366311386784,0.004322533168069936,0.014991129945797904,0.02078421396635849,0.007678853707357852,0.013105360259000637,0.01404824510239927,-0.0018857696867972673,0.0014705508524906485,0.003356320539287916
hrsc2016_ms,vessel,ap50,20260728,0.020465835256231107,0.008974067307125022,0.011491767949106085,0.01893576111517864,0.0060075934200721215,0.012928167695106518,0.012209967822106302,0.001436399746000433,-0.0015300741410524676,-0.0029664738870529006
hrsc2016_ms,vessel,ap50,20260729,0.017333375205924983,0.0005742525956806133,0.01675912261024437,0.019702616143760315,0.004544087757640813,0.015158528386119502,0.015958825498181936,-0.0016005942241248683,0.002369240937835332,0.0039698351619602
hrsc2016_ms,vessel,ap50,20260730,0.019113979488394106,0.016699698308389604,0.0024142811800045016,0.021729212769893758,0.006814532856238231,0.014914679913655526,0.008664480546830014,0.012500398733651025,0.0026152332814996515,-0.009885165452151373
hrsc2016_ms,vessel,ap50,20260731,0.02207523442776063,0.01388823722659488,0.008186997201165752,0.020020820671535433,0.009114706908432302,0.010906113763103131,0.009546555482134442,0.002719116561937379,-0.0020544137562251985,-0.004773530318162578
hrsc2016_ms,vessel,ap50,20260732,0.01891358187684497,-0.006938946162213355,0.025852528039058326,0.01985749584661778,0.014864880616595855,0.004992615230021924,0.015422571634540125,-0.0208599128090364,0.0009439139697728083,0.02180382677880921
hrsc2016_ms,vessel,ap75,20260723,0.012943333428794918,0.01365374912710142,-0.0007104156983065019,0.013251476786723587,0.007970341460208252,0.005281135326515335,0.0022853598141044165,0.005991551024821837,0.00030814335792866965,-0.005683407666893167
hrsc2016_ms,vessel,ap75,20260724,0.012783289073097892,0.010871751585849035,0.0019115374872488572,0.01253866292969577,0.0031473520616826928,0.009391310868013078,0.005651424177630968,0.007479773380764221,-0.0002446261434021213,-0.007724399524166342
hrsc2016_ms,vessel,ap75,20260725,0.01033009633066645,-0.002727437257077331,0.01305753358774378,0.013201207074748283,0.010563901768732717,0.0026373053060155666,0.007847419446879673,-0.010420228281728214,0.002871110744081834,0.013291339025810048
hrsc2016_ms,vessel,ap75,20260726,0.012721176796136602,0.014409488318374103,-0.0016883115222375011,0.010323082149388485,0.005020252375300821,0.005302829774087664,0.0018072591259250814,0.006991141296325165,-0.002398094646748117,-0.009389235943073282
hrsc2016_ms,vessel,ap75,20260727,0.011282006722945798,0.008623678234469065,0.0026583284884767328,0.010670736269764891,0.011065550128989299,-0.0003948138592244077,0.0011317573146261625,-0.0030531423477011405,-0.0006112704531809066,0.002441871894520234
hrsc2016_ms,vessel,ap75,20260728,0.009249686049482786,0.007536830618157381,0.0017128554313254052,0.009613314851569688,0.009920667540896155,-0.00030735268932646775,0.0007027513709994687,-0.002020208120651873,0.0003636288020869016,0.0023838369227387746
hrsc2016_ms,vessel,ap75,20260729,0.009111689631553344,0.0072097900224101785,0.001901899609143165,0.01036808920180557,0.008721230674902339,0.0016468585269032304,0.0017743790680231977,-0.0002550410822399346,0.0012563995702522257,0.0015114406524921603
hrsc2016_ms,vessel,ap75,20260730,0.010643895092567413,0.012877564789785315,-0.002233669697217902,0.009403036646007168,0.00787493435195133,0.0015281022940558386,-0.00035278370158103173,0.0037617719912737407,-0.0012408584465602446,-0.005002630437833985
hrsc2016_ms,vessel,ap75,20260731,0.01245885175259992,0.014420037208039152,-0.001961185455439232,0.012162222494926517,0.009601453511673547,0.00256076898325297,0.00029979176390686896,0.004521954438692202,-0.0002966292576734031,-0.004818583696365605
hrsc2016_ms,vessel,ap75,20260732,0.0095392526832766,0.006201565300828979,0.003337687382447621,0.007666748995166228,0.01862668354527637,-0.010959934550110143,-0.0038111235838312607,-0.014297621932557764,-0.0018725036881103718,0.012425118244447392
hrsc2016_ms,aggregate,ap50_95,20260723,0.010675987789209723,0.007563189236807849,0.003112798552401874,0.012431846958988024,0.0028087831978571287,0.009623063761130896,0.006367931156766385,0.006510265208729021,0.001755859169778301,-0.00475440603895072
hrsc2016_ms,aggregate,ap50_95,20260724,0.011371587437648406,0.009837455229895986,0.00153413220775242,0.013072207085114501,0.0006014108602957896,0.012470796224818712,0.007002464216285566,0.010936664017066292,0.001700619647466095,-0.009236044369600196
hrsc2016_ms,aggregate,ap50_95,20260725,0.010906681870094331,0.0018653894072120786,0.009041292462882253,0.013350860760887595,0.007792758442025788,0.005558102318861807,0.00729969739087203,-0.0034831901440204455,0.0024441788907932638,0.005927369034813709
hrsc2016_ms,aggregate,ap50_95,20260726,0.011407009083580388,0.00753931821556289,0.003867690868017498,0.01056777093423919,0.0052963478244991286,0.0052714231097400616,0.00456955698887878,0.0014037322417225634,-0.0008392381493411982,-0.0022429703910637616
hrsc2016_ms,aggregate,ap50_95,20260727,0.011040999083135855,0.0068919360903312715,0.004149062992804584,0.011526138445261985,0.008544079171290186,0.002982059273971799,0.003565561133388191,-0.0011670037188327848,0.0004851393621261302,0.001652143080958915
hrsc2016_ms,aggregate,ap50_95,20260728,0.011024879832271656,0.008250197761308906,0.00277468207096275,0.010640646224071793,0.008670508994327988,0.001970137229743804,0.002372409650353277,-0.000804544841218946,-0.0003842336081998632,0.0004203112330190828
hrsc2016_ms,aggregate,ap50_95,20260729,0.009935785986191076,0.0055335158294601144,0.004402270156730961,0.010981927579686551,0.006867480501945439,0.004114447077741112,0.004258358617236037,-0.00028782307898984894,0.0010461415934954754,0.0013339646724853244
hrsc2016_ms,aggregate,ap50_95,20260730,0.011577838077358155,0.011413046665843127,0.00016479141151502785,0.01171129638977314,0.005166566872787576,0.006544729516985565,0.0033547604642502962,0.006379938105470537,0.00013345831241498574,-0.006246479793055551
hrsc2016_ms,aggregate,ap50_95,20260731,0.012648302540823303,0.011657005025892023,0.0009912975149312803,0.011741433826954806,0.008343558454842984,0.003397875372111822,0.002194586443521551,0.002406577857180542,-0.0009068687138684972,-0.003313446571049039
hrsc2016_ms,aggregate,ap50_95,20260732,0.010487795841269992,0.0011837049644488756,0.009304090876821117,0.0109450604282251,0.012443503459719979,-0.0014984430314948782,0.0039028239226631192,-0.010802533908315995,0.0004572645869551084,0.011259798495271103
hrsc2016_ms,aggregate,ap50,20260723,0.017560915814955835,0.007129520263662148,0.010431395551293687,0.02135930949080017,-0.0024279544067651038,0.023787263897565275,0.01710932972442948,0.013355868346271588,0.003798393675844336,-0.009557474670427252
hrsc2016_ms,aggregate,ap50,20260724,0.01999739057492317,0.010286145382960604,0.009711245191962564,0.022677870245033482,-0.00833408220289325,0.031011952447926733,0.02036159881994465,0.02130070725596417,0.002680479670110314,-0.018620227585853855
hrsc2016_ms,aggregate,ap50,20260725,0.019510435071707577,0.0004004202122127598,0.019110014859494817,0.02330375599692222,0.0092737558465463,0.01403000015037592,0.01657000750493537,-0.005080014709118896,0.003793320925214644,0.00887333563433354
hrsc2016_ms,aggregate,ap50,20260726,0.019745549771716553,0.004145441342260303,0.01560010842945625,0.019222948270841533,0.002711034687273517,0.016511913583568016,0.016056011006512133,0.0009118051541117667,-0.0005226015008750196,-0.0014344066549867862
hrsc2016_ms,aggregate,ap50,20260727,0.01931366311386784,0.004322533168069936,0.014991129945797904,0.02078421396635849,0.007678853707357852,0.013105360259000637,0.01404824510239927,-0.0018857696867972673,0.0014705508524906485,0.003356320539287916
hrsc2016_ms,aggregate,ap50,20260728,0.020465835256231107,0.008974067307125022,0.011491767949106085,0.01893576111517864,0.0060075934200721215,0.012928167695106518,0.012209967822106302,0.001436399746000433,-0.0015300741410524676,-0.0029664738870529006
hrsc2016_ms,aggregate,ap50,20260729,0.017333375205924983,0.0005742525956806133,0.01675912261024437,0.019702616143760315,0.004544087757640813,0.015158528386119502,0.015958825498181936,-0.0016005942241248683,0.002369240937835332,0.0039698351619602
hrsc2016_ms,aggregate,ap50,20260730,0.019113979488394106,0.016699698308389604,0.0024142811800045016,0.021729212769893758,0.006814532856238231,0.014914679913655526,0.008664480546830014,0.012500398733651025,0.0026152332814996515,-0.009885165452151373
hrsc2016_ms,aggregate,ap50,20260731,0.02207523442776063,0.01388823722659488,0.008186997201165752,0.020020820671535433,0.009114706908432302,0.010906113763103131,0.009546555482134442,0.002719116561937379,-0.0020544137562251985,-0.004773530318162578
hrsc2016_ms,aggregate,ap50,20260732,0.01891358187684497,-0.006938946162213355,0.025852528039058326,0.01985749584661778,0.014864880616595855,0.004992615230021924,0.015422571634540125,-0.0208599128090364,0.0009439139697728083,0.02180382677880921
hrsc2016_ms,aggregate,ap75,20260723,0.012943333428794918,0.01365374912710142,-0.0007104156983065019,0.013251476786723587,0.007970341460208252,0.005281135326515335,0.0022853598141044165,0.005991551024821837,0.00030814335792866965,-0.005683407666893167
hrsc2016_ms,aggregate,ap75,20260724,0.012783289073097892,0.010871751585849035,0.0019115374872488572,0.01253866292969577,0.0031473520616826928,0.009391310868013078,0.005651424177630968,0.007479773380764221,-0.0002446261434021213,-0.007724399524166342
hrsc2016_ms,aggregate,ap75,20260725,0.01033009633066645,-0.002727437257077331,0.01305753358774378,0.013201207074748283,0.010563901768732717,0.0026373053060155666,0.007847419446879673,-0.010420228281728214,0.002871110744081834,0.013291339025810048
hrsc2016_ms,aggregate,ap75,20260726,0.012721176796136602,0.014409488318374103,-0.0016883115222375011,0.010323082149388485,0.005020252375300821,0.005302829774087664,0.0018072591259250814,0.006991141296325165,-0.002398094646748117,-0.009389235943073282
hrsc2016_ms,aggregate,ap75,20260727,0.011282006722945798,0.008623678234469065,0.0026583284884767328,0.010670736269764891,0.011065550128989299,-0.0003948138592244077,0.0011317573146261625,-0.0030531423477011405,-0.0006112704531809066,0.002441871894520234
hrsc2016_ms,aggregate,ap75,20260728,0.009249686049482786,0.007536830618157381,0.0017128554313254052,0.009613314851569688,0.009920667540896155,-0.00030735268932646775,0.0007027513709994687,-0.002020208120651873,0.0003636288020869016,0.0023838369227387746
hrsc2016_ms,aggregate,ap75,20260729,0.009111689631553344,0.0072097900224101785,0.001901899609143165,0.01036808920180557,0.008721230674902339,0.0016468585269032304,0.0017743790680231977,-0.0002550410822399346,0.0012563995702522257,0.0015114406524921603
hrsc2016_ms,aggregate,ap75,20260730,0.010643895092567413,0.012877564789785315,-0.002233669697217902,0.009403036646007168,0.00787493435195133,0.0015281022940558386,-0.00035278370158103173,0.0037617719912737407,-0.0012408584465602446,-0.005002630437833985
